Soil_Type,Footing_Type,Cohesion_c,Angle_of_Friction_phi,Unit_Weight_gamma,Depth_of_Foundation_Df,Width_B,Factor_of_Safety,Nc,Nq,N_gamma,Ultimate_Bearing_Capacity_qu,Safe_Bearing_Capacity_qs
Clayey Loam,Strip,18.23,30,17.26,1.14,1.83,2.5,30.14,18.4,22.4,1265.26,506.1
Clayey Loam,Isolated(Circular),23.65,25,17.33,1.74,1.03,2.5,20.72,10.66,10.88,908.58,363.43
Silty Clay Loam,Isolated(Rectangular),15.59,20,17.59,1.02,2.54,2.5,14.83,6.4,5.39,466.44,186.58
Alluvial,Isolated (Square),21.44,20,18.69,1.93,2.67,3.0,14.83,6.4,5.39,683.3,227.77
Alluvial,Combined,12.31,20,18.48,0.92,2.65,3.0,14.83,6.4,5.39,423.35,141.12
Alluvial,Isolated (Square),21.64,30,17.66,2.21,1.41,2.5,30.14,18.4,22.4,1649.24,659.7
Clayey Loam,Combined,22.11,20,17.75,1.72,2.86,2.5,14.83,6.4,5.39,660.09,264.04
Clayey Loam,Isolated(Rectangular),22.5,25,17.56,1.61,2.3,2.5,20.72,10.66,10.88,987.29,394.92
Silty Clay Loam,Combined,16.61,30,17.98,0.82,2.1,3.0,30.14,18.4,22.4,1194.8,398.27
Alluvial,Isolated(Rectangular),25.62,25,17.85,1.19,1.79,2.5,20.72,10.66,10.88,931.1,372.44
Alluvial,Isolated(Rectangular),26.28,20,17.3,1.12,1.89,2.5,14.83,6.4,5.39,601.86,240.74
Silty Clay Loam,Isolated(Circular),25.23,25,18.38,1.15,1.39,3.0,20.72,10.66,10.88,887.07,295.69
Alluvial,Isolated(Rectangular),26.4,25,17.83,1.94,2.95,3.0,20.72,10.66,10.88,1201.88,400.63
Clayey Loam,Isolated(Circular),17.17,20,18.51,1.55,1.67,2.5,14.83,6.4,5.39,521.56,208.62
Silty Clay Loam,Isolated(Circular),19.03,30,18.55,1.55,1.0,3.0,30.14,18.4,22.4,1310.37,436.79
Clayey Loam,Isolated(Circular),12.96,25,18.17,1.34,2.78,2.5,20.72,10.66,10.88,802.87,321.15
Alluvial,Isolated(Circular),25.2,20,18.02,1.76,1.3,2.5,14.83,6.4,5.39,639.83,255.93
Alluvial,Isolated(Circular),27.19,25,17.78,1.86,1.73,3.0,20.72,10.66,10.88,1083.24,361.08
Clayey Loam,Isolated (Square),14.03,20,17.78,2.24,1.37,3.0,14.83,6.4,5.39,528.61,176.2
Clayey Loam,Isolated (Square),19.12,20,18.99,1.82,2.65,3.0,14.83,6.4,5.39,640.37,213.46
Alluvial,Combined,19.56,20,18.4,1.48,1.45,3.0,14.83,6.4,5.39,536.26,178.75
Alluvial,Isolated(Rectangular),25.19,20,18.49,2.47,1.16,2.5,14.83,6.4,5.39,723.66,289.46
Silty Clay Loam,Isolated(Circular),28.51,25,18.72,1.05,1.75,2.5,20.72,10.66,10.88,978.47,391.39
Alluvial,Isolated (Square),22.87,25,17.36,0.91,2.36,2.5,20.72,10.66,10.88,865.14,346.06
Alluvial,Combined,20.64,20,17.4,1.83,2.77,2.5,14.83,6.4,5.39,639.77,255.91
Clayey Loam,Isolated (Square),10.67,25,17.21,1.3,1.68,2.5,20.72,10.66,10.88,616.86,246.74
Alluvial,Isolated(Rectangular),15.47,20,18.77,2.16,2.15,2.5,14.83,6.4,5.39,597.65,239.06
Alluvial,Isolated(Circular),15.43,20,17.3,1.54,1.43,2.5,14.83,6.4,5.39,466.01,186.4
Alluvial,Isolated(Circular),18.52,20,17.81,2.48,2.43,3.0,14.83,6.4,5.39,673.97,224.66
Alluvial,Isolated(Circular),23.69,30,18.46,1.77,2.41,2.5,30.14,18.4,22.4,1813.49,725.4
Alluvial,Isolated (Square),28.97,25,18.55,0.92,1.52,2.5,20.72,10.66,10.88,935.57,374.23
Clayey Loam,Combined,27.35,25,18.61,0.84,1.23,2.5,20.72,10.66,10.88,857.86,343.14
Clayey Loam,Isolated(Rectangular),12.47,30,18.45,0.99,2.64,2.5,30.14,18.4,22.4,1257.46,502.98
Alluvial,Combined,27.74,20,17.12,1.53,2.64,2.5,14.83,6.4,5.39,700.83,280.33
Silty Clay Loam,Isolated(Circular),23.37,25,18.99,1.93,1.09,2.5,20.72,10.66,10.88,987.53,395.01
Alluvial,Combined,28.76,30,17.19,2.46,2.09,2.5,30.14,18.4,22.4,2047.3,818.92
Alluvial,Strip,21.49,25,18.14,1.76,2.63,2.5,20.72,10.66,10.88,1045.14,418.06
Silty Clay Loam,Isolated(Circular),22.21,25,17.88,1.82,2.62,3.0,20.72,10.66,10.88,1061.92,353.97
Silty Clay Loam,Isolated(Circular),27.32,30,18.31,1.8,1.65,2.5,30.14,18.4,22.4,1768.22,707.29
Alluvial,Strip,15.57,25,17.01,0.88,2.52,3.0,20.72,10.66,10.88,715.36,238.45
Silty Clay Loam,Combined,20.97,20,17.0,2.18,1.69,2.5,14.83,6.4,5.39,625.6,250.24
Clayey Loam,Isolated(Rectangular),13.23,25,17.02,1.78,2.76,3.0,20.72,10.66,10.88,852.62,284.21
Silty Clay Loam,Combined,20.97,30,17.56,1.59,2.8,3.0,30.14,18.4,22.4,1696.45,565.48
Silty Clay Loam,Isolated(Rectangular),10.66,20,18.67,2.39,2.71,3.0,14.83,6.4,5.39,580.02,193.34
Alluvial,Isolated (Square),17.48,30,18.43,1.87,1.11,3.0,30.14,18.4,22.4,1390.11,463.37
Clayey Loam,Isolated(Circular),18.22,30,17.76,1.98,1.14,2.5,30.14,18.4,22.4,1422.94,569.18
Silty Clay Loam,Isolated (Square),10.91,30,18.02,1.12,1.74,3.0,30.14,18.4,22.4,1051.36,350.45
Alluvial,Strip,25.67,20,17.9,2.37,1.6,3.0,14.83,6.4,5.39,729.38,243.13
Silty Clay Loam,Strip,23.87,20,18.27,2.08,1.35,3.0,14.83,6.4,5.39,663.67,221.22
Silty Clay Loam,Combined,16.46,25,18.0,1.56,1.85,3.0,20.72,10.66,10.88,821.54,273.85
Alluvial,Isolated (Square),10.14,30,17.0,2.39,1.59,2.5,30.14,18.4,22.4,1355.95,542.38
Clayey Loam,Isolated (Square),12.07,25,17.51,1.91,1.12,2.5,20.72,10.66,10.88,713.29,285.32
Alluvial,Strip,19.25,20,17.54,0.92,2.58,2.5,14.83,6.4,5.39,510.71,204.28
Clayey Loam,Combined,23.24,20,17.49,2.02,2.47,3.0,14.83,6.4,5.39,687.18,229.06
Silty Clay Loam,Isolated(Rectangular),27.12,20,17.49,0.99,2.6,3.0,14.83,6.4,5.39,635.56,211.85
Clayey Loam,Combined,11.3,30,18.68,0.99,1.99,3.0,30.14,18.4,22.4,1097.2,365.73
Alluvial,Combined,21.78,25,18.39,2.3,2.97,3.0,20.72,10.66,10.88,1199.29,399.76
Clayey Loam,Isolated (Square),12.16,25,17.41,1.65,2.02,2.5,20.72,10.66,10.88,749.49,299.8
Alluvial,Strip,22.08,30,17.81,1.77,2.85,3.0,30.14,18.4,22.4,1814.02,604.67
Silty Clay Loam,Isolated (Square),11.57,30,17.23,1.1,1.83,2.5,30.14,18.4,22.4,1050.6,420.24
Clayey Loam,Isolated(Rectangular),12.47,25,18.85,1.3,2.76,2.5,20.72,10.66,10.88,802.62,321.05
Clayey Loam,Isolated(Circular),26.86,25,18.68,2.21,1.76,3.0,20.72,10.66,10.88,1175.46,391.82
Alluvial,Isolated(Rectangular),12.15,25,17.82,1.53,2.9,2.5,20.72,10.66,10.88,823.52,329.41
Alluvial,Strip,21.48,20,18.76,0.8,2.92,2.5,14.83,6.4,5.39,562.23,224.89
Silty Clay Loam,Isolated (Square),21.56,25,17.4,1.9,2.22,3.0,20.72,10.66,10.88,1009.28,336.43
Silty Clay Loam,Combined,15.47,30,18.73,1.28,2.35,3.0,30.14,18.4,22.4,1400.37,466.79
